"","CPSID","CPSIDP","public_housing","age","female","race","marital_status","veteran","employed","education","worked_last_year","total_income_last_year","wage_income_last_year","own_farm_income_last_year","private_health_insurance","medicaid","class_of_worker","class_of_worker_last_year","union","earnings"
"2784",20171203991900,20171203991901,0,53,0,1,4,0,1,73,1,24760,24760,0,1,0,21,22,0,578
"2785",20171203990900,20171203990901,0,49,1,2,1,0,1,73,1,126000,126000,0,1,0,21,25,0,1085
"2787",20171203998300,20171203998301,0,30,0,1,1,0,1,73,1,40100,40000,0,1,0,21,22,0,519
"2822",20171204041000,20171204041001,NA,55,0,1,1,0,1,73,1,100000,100000,0,1,0,21,22,0,2596
"2823",20171204041000,20171204041002,NA,54,1,1,1,0,1,73,1,37000,35000,0,1,0,21,22,0,832
"2824",20171204024400,20171204024401,NA,72,0,1,4,1,1,125,1,28659,19000,0,0,0,28,27,1,692
"2825",20171204007000,20171204007001,NA,46,0,1,1,0,1,111,1,162000,62000,0,1,0,21,22,0,2075
"2826",20171204007000,20171204007002,NA,46,1,1,1,0,1,111,1,60011,60000,0,1,0,21,27,0,673
"2879",20181203951200,20181203951202,NA,54,1,1,1,0,1,111,1,50003,50000,0,1,0,21,22,0,400
"2895",20181203974800,20181203974801,NA,35,1,1,1,0,1,111,1,46105,45000,0,1,0,21,22,0,400
"2896",20181203974800,20181203974802,NA,33,0,1,1,1,1,92,1,24000,24000,0,1,0,25,22,1,540
"2910",20171204004400,20171204004401,NA,41,0,1,6,1,1,123,1,50013,50000,0,1,0,21,22,0,1923
"2911",20171204004400,20171204004402,NA,39,1,1,4,0,1,125,1,37776,37500,0,1,0,21,22,0,962
"2917",20181203961500,20181203961501,NA,47,0,1,1,0,1,92,1,89025,88000,0,1,0,21,22,0,1737
"2918",20181203961500,20181203961502,NA,43,1,1,1,0,1,92,1,121525,97000,0,1,0,21,22,0,938
"2923",20181203935100,20181203935101,NA,34,0,1,1,0,1,123,1,62841,62000,0,1,0,21,22,0,1192
"2924",20181203935100,20181203935102,NA,32,1,1,1,0,1,125,1,54861,54000,0,1,0,21,22,0,1038
"2928",20181203963600,20181203963602,NA,57,1,1,1,0,1,123,1,86000,84000,0,1,0,21,28,0,2192
"2938",20171203998000,20171203998001,0,31,0,1,6,0,1,111,0,0,0,0,0,0,21,0,0,730
"2950",20171203997500,20171203997501,NA,56,1,1,4,0,1,111,1,87243,85000,0,1,0,21,22,0,2884
"2958",20181203931500,20181203931502,NA,64,1,1,1,0,1,123,1,58816,56000,0,1,0,28,28,1,1115
"2965",20181203932300,20181203932301,NA,48,1,1,1,0,1,92,1,32365,32000,0,1,0,21,22,0,1404
"2966",20181203932300,20181203932302,NA,59,0,1,1,0,1,73,1,60001,60000,0,1,0,21,22,0,1769
"2977",20171204020200,20171204020201,NA,55,0,1,1,0,1,111,1,68002,66000,0,1,0,21,22,0,2885
"2978",20171204020200,20171204020202,NA,55,1,1,1,0,1,111,1,55123,55000,0,1,0,21,22,0,1269
"2979",20171204020200,20171204020205,NA,27,1,1,6,0,1,123,1,25001,25000,0,1,0,21,22,0,400
"2980",20171204020200,20171204020204,NA,21,1,1,6,0,1,81,1,10001,10000,0,1,0,27,27,0,225
"2981",20171204020200,20171204020203,NA,18,1,1,6,0,1,81,1,10002,10000,0,1,0,27,27,0,150
"3000",20181203946500,20181203946501,NA,54,1,1,1,0,1,111,1,3201,3200,0,1,0,28,28,0,100
"3001",20181203946500,20181203946502,NA,56,0,1,1,0,1,111,1,200520,157000,0,1,0,21,22,0,2885
"3012",20181203934000,20181203934001,0,37,1,1,6,0,1,50,1,42125,42000,0,1,0,21,22,0,813
"3020",20171204038600,20171204038601,NA,63,0,1,1,0,1,73,1,47000,47000,0,1,0,21,22,0,720
"3021",20171204038600,20171204038602,NA,62,1,1,1,0,1,91,1,25000,25000,0,1,0,21,22,0,400
"3032",20180104005200,20180104005201,NA,52,0,1,1,0,1,111,1,151111,150000,0,1,0,21,22,0,2885
"3033",20180104005200,20180104005202,NA,51,1,1,1,0,1,111,1,101011,100000,0,1,0,21,22,0,1923
"3041",20181203941100,20181203941101,NA,51,0,1,1,0,1,73,1,74721,60320,0,1,0,21,22,0,1160
"3042",20181203941100,20181203941102,NA,47,1,1,1,0,1,73,1,52001,52000,0,1,0,28,28,1,1000
"3043",20181203941100,20181203941104,NA,19,0,1,6,0,1,73,1,22000,22000,0,1,0,21,22,0,440
"3044",20181203941100,20181203941103,NA,15,0,1,6,NA,1,40,1,7000,7000,0,1,0,21,22,0,176
"3052",20181203922500,20181203922501,NA,65,1,1,6,0,1,123,1,30047,30000,0,1,0,21,22,0,653
"3071",20181203950700,20181203950701,NA,65,1,1,5,0,1,123,1,198236,198000,0,1,0,21,22,0,2885
"3090",20181203924300,20181203924301,0,54,1,1,1,0,1,73,1,20000,20000,0,1,0,21,22,0,450
"3092",20181203924300,20181203924303,0,21,1,1,6,0,1,81,1,10000,3000,0,1,0,21,22,0,144
"3095",20171203997300,20171203997301,0,49,1,1,1,0,1,111,1,96500,85000,0,1,0,21,22,0,1346
"3096",20171203997300,20171203997302,0,50,0,1,1,0,1,111,1,260125,260000,0,1,0,21,22,0,2885
"3103",20171204028600,20171204028601,NA,62,0,1,4,0,1,60,1,11149,9476,0,0,1,21,22,1,2038
"3118",20181203929400,20181203929401,0,24,1,1,6,0,1,60,1,12000,12000,0,1,0,21,22,0,760
"3120",20181203929400,20181203929403,0,46,0,1,4,0,1,73,1,30000,30000,0,1,0,21,22,0,1165
"3125",20181203926400,20181203926401,NA,30,0,1,1,1,1,81,1,84599,84000,0,1,0,21,22,0,1615
"3126",20181203926400,20181203926402,NA,33,1,1,1,1,1,73,1,45010,45000,0,0,0,21,22,0,581
"3151",20171204003000,20171204003003,0,36,0,1,6,0,1,111,1,72000,72000,0,1,0,21,22,0,1385
"3152",20181203935400,20181203935401,NA,43,0,1,1,0,1,73,1,27000,27000,0,1,0,21,22,0,1865
"3153",20181203935400,20181203935402,NA,45,1,1,1,0,1,111,1,74900,70000,0,1,0,21,22,0,1385
"3393",20171206471900,20171206471901,NA,73,0,1,5,0,1,81,1,26376,14000,0,1,0,28,28,0,328
"3394",20171206489900,20171206489901,NA,74,0,1,1,1,1,111,1,17510,1800,0,0,0,21,22,0,35
"3400",20181206374500,20181206374501,NA,69,1,1,1,0,1,123,1,54605,5000,0,1,0,28,28,0,200
"3410",20171206468100,20171206468101,NA,39,0,1,1,0,1,111,1,130281,120000,0,1,0,21,22,0,2308
"3424",20181206436800,20181206436801,NA,55,0,1,1,0,1,91,1,105016,80000,0,1,0,21,22,0,1538
"3425",20181206436800,20181206436802,NA,55,1,1,1,0,1,123,1,106016,100000,0,1,0,21,22,1,1961
"3439",20171206541000,20171206541001,NA,63,1,1,1,0,1,81,1,48138,48518,0,1,0,27,27,1,933
"3441",20181206378000,20181206378001,NA,34,0,1,6,0,1,92,1,21000,21000,0,1,0,27,27,0,457
"3442",20181206378000,20181206378002,NA,32,1,1,6,0,1,111,1,49000,46000,0,1,0,27,27,0,885
"3446",20171206496500,20171206496501,NA,43,1,1,4,0,1,81,1,43690,43000,0,1,1,21,22,0,855
"3451",20171206523600,20171206523605,NA,19,0,1,6,0,1,81,1,14600,5600,0,1,0,21,22,0,156
"3454",20181206420100,20181206420101,NA,61,1,1,1,0,1,123,1,114004,110000,0,1,0,21,22,0,2115
"3455",20181206420100,20181206420102,NA,69,0,1,1,0,1,50,1,26196,8600,0,1,0,21,22,0,165
"3456",20171206476700,20171206476701,NA,66,1,1,1,0,1,111,1,41192,40800,0,1,0,21,22,0,785
"3457",20171206476700,20171206476702,NA,61,0,1,1,0,1,92,1,27264,25800,0,1,0,28,28,1,580
"3462",20181206395100,20181206395101,NA,32,0,1,6,0,1,111,1,94013,93000,0,1,0,21,22,0,1600
"3463",20181206395100,20181206395102,NA,28,1,1,6,0,1,91,1,40156,40000,0,1,0,21,22,0,585
"3480",20171206524400,20171206524401,NA,71,1,1,1,0,1,123,1,34921,5176,0,1,0,28,28,0,102
"3539",20181206390700,20181206390701,NA,64,1,1,1,0,1,92,1,23755,23500,0,1,0,28,28,1,500
"3540",20181206390700,20181206390702,NA,61,0,1,1,1,1,81,1,63080,56000,0,1,0,21,22,0,1590
"3545",20171206513700,20171206513702,NA,58,1,1,1,0,1,123,1,41000,41000,0,1,0,28,28,0,1050
"3564",20171206532000,20171206532002,NA,59,1,1,1,0,1,73,1,28350,28000,0,1,0,27,27,0,680
"3565",20181206382700,20181206382701,NA,25,0,1,6,0,1,73,1,90090,90000,0,1,0,21,22,0,880
"3567",20181206382700,20181206382703,NA,25,1,1,6,0,1,73,1,32001,32000,0,1,0,21,22,0,600
"3573",20181206365300,20181206365301,0,42,1,1,1,0,1,123,1,115700,115000,0,1,1,21,22,0,2212
"3580",20181206394900,20181206394901,NA,59,0,1,6,0,1,123,1,160302,160000,0,1,0,21,22,0,2885
"3585",20181206403800,20181206403801,NA,55,0,1,1,0,1,73,1,65001,65000,0,1,0,21,22,0,1346
"3586",20181206403800,20181206403802,NA,52,1,1,1,0,1,81,1,80150,80000,0,1,0,21,22,0,1538
"3587",20181206403800,20181206403803,NA,20,0,1,6,0,1,81,1,15001,15000,0,1,0,21,22,0,540
"3588",20181206363000,20181206363001,NA,54,0,1,1,0,1,71,1,1601,1600,0,0,0,21,22,0,150
"3619",20171206476800,20171206476801,NA,53,1,1,4,0,1,73,1,26200,26000,0,1,0,21,22,0,520
"3620",20171206476800,20171206476803,NA,48,0,1,6,0,1,91,1,32050,24000,0,0,1,21,14,0,720
"3638",20171206494600,20171206494602,NA,42,0,1,1,0,1,123,1,71000,70000,0,1,0,27,27,0,1346
"3641",20181206389600,20181206389601,NA,37,0,1,1,0,1,125,1,103180,0,0,0,0,27,13,0,525
"3657",20171206477000,20171206477001,NA,67,0,1,4,0,1,81,1,11537,11491,0,0,0,21,22,0,465
"3688",20181206377100,20181206377101,NA,61,1,1,1,0,1,111,1,59010,58000,0,1,0,28,28,1,1050
"3766",20181206377500,20181206377502,NA,78,0,1,1,1,1,73,1,35858,16200,0,1,0,21,22,0,240
"3850",20171206537200,20171206537202,NA,27,1,1,1,0,1,73,1,18600,18200,0,0,1,21,22,0,954
"3851",20181206362600,20181206362601,0,27,1,1,6,0,1,111,1,36110,36000,0,1,0,21,22,0,615
"3852",20181206404300,20181206404301,NA,57,0,1,1,0,1,123,1,245152,105000,0,1,0,28,28,0,2019
"3853",20181206404300,20181206404302,NA,57,1,1,1,0,1,123,1,93976,80000,0,1,0,28,28,0,1923
"3880",20181206435500,20181206435502,NA,49,1,1,1,0,1,123,1,1560,1560,0,1,0,21,22,0,104
"3881",20181206435500,20181206435505,NA,46,0,1,1,0,1,125,1,40000,40000,0,1,0,21,22,0,1700
"3887",20181206397700,20181206397701,NA,52,1,1,4,0,1,92,1,52400,52000,0,1,0,21,22,0,1000
"3888",20181206397700,20181206397702,NA,60,0,1,4,0,1,73,1,52000,52000,0,1,0,21,22,0,1000
"3891",20180106508500,20180106508501,1,36,1,1,4,0,1,73,1,19000,19000,0,0,1,21,22,0,500
"3906",20181206415700,20181206415701,NA,67,0,1,1,0,1,123,1,402301,400000,0,1,0,21,22,0,2885
"3907",20181206415700,20181206415702,NA,66,1,1,1,0,1,123,1,52353,52000,0,1,0,21,22,0,923
"3959",20181206376400,20181206376402,NA,68,1,1,1,0,1,123,1,58946,19000,0,1,0,28,28,0,737
"3975",20181206391500,20181206391501,0,36,0,6,1,0,1,111,1,97036,97000,0,1,0,21,22,0,1615
"3981",20181206381000,20181206381001,NA,67,0,1,1,0,1,111,1,80998,26000,0,1,0,21,22,0,620
"3984",20181206374700,20181206374702,0,29,1,1,6,0,1,111,1,45000,45000,0,1,0,21,22,0,865
"3989",20171206468000,20171206468002,NA,59,0,1,6,0,1,81,1,59000,59000,0,0,0,21,22,0,1730
"3997",20181206389800,20181206389801,0,23,0,1,6,0,1,111,1,20012,20002,0,0,0,21,22,0,800
"3998",20181206396100,20181206396101,NA,36,1,1,1,0,1,125,1,65000,65000,0,1,0,27,27,0,900
"3999",20181206396100,20181206396102,NA,40,0,1,1,0,1,111,1,30000,30000,0,1,0,21,22,0,500
"4030",20171206473400,20171206473401,0,28,0,6,6,0,1,123,1,60001,60000,0,1,0,21,22,0,1154
"4031",20171206473400,20171206473402,0,31,0,6,6,0,1,123,1,60000,60000,0,1,0,21,22,0,1154
"4034",20181206391400,20181206391401,1,33,0,2,6,0,1,73,1,300,300,0,0,1,21,28,0,1360
"4035",20181206391400,20181206391402,1,40,1,2,6,0,1,73,1,32001,32000,0,0,0,21,22,0,800
"4036",20181206380400,20181206380401,0,29,1,1,6,0,1,111,1,72107,70000,0,1,0,27,22,1,1584
"4037",20171206498900,20171206498901,0,36,0,1,6,0,1,111,1,16502,16500,0,0,1,21,22,0,500
"4038",20171206498900,20171206498903,0,36,1,1,6,0,1,111,1,40001,40000,0,1,0,27,27,0,962
"4039",20171206498900,20171206498902,0,33,1,1,6,0,1,123,1,40002,40000,0,1,0,27,27,0,769
"4047",20171206547300,20171206547301,NA,59,1,1,4,0,1,123,1,32582,32000,0,1,0,21,22,0,615
"4070",20171206536400,20171206536401,NA,33,0,1,1,0,1,111,1,65415,60000,0,1,0,21,22,0,1269
"4071",20171206536400,20171206536402,NA,35,1,1,1,0,1,123,1,49960,49955,0,1,0,27,27,0,2211
"4074",20181206390000,20181206390001,0,63,0,1,4,0,1,124,1,89151,75000,0,1,0,27,27,0,1538
"4143",20181206427700,20181206427701,NA,72,0,1,1,1,1,111,1,177072,75886,0,1,0,21,22,0,675
"4144",20181206427700,20181206427702,NA,57,0,1,1,0,1,123,1,56218,52718,0,1,0,28,28,1,1014
"4153",20181206441500,20181206441501,0,24,1,1,6,0,1,111,1,20006,20000,0,1,0,21,22,0,903
"4156",20181206385500,20181206385501,0,45,0,1,6,0,1,73,1,30440,30000,0,0,1,21,22,0,577
"4157",20171206499800,20171206499801,NA,32,0,1,1,0,1,92,1,58200,48000,0,1,0,21,22,0,967
"4158",20171206499800,20171206499802,NA,32,1,1,1,0,1,123,1,57000,54000,0,1,0,21,22,0,673
"4161",20171206534100,20171206534102,NA,65,0,1,1,0,1,81,1,88009,67000,0,1,0,21,22,0,360
"4165",20171206488500,20171206488502,NA,47,1,1,6,0,1,111,1,17001,17000,0,1,0,27,27,0,1846
"4194",20181206375900,20181206375901,NA,65,0,1,4,0,1,73,1,127480,111800,0,1,0,21,22,0,150
"4211",20181206414600,20181206414601,NA,55,1,1,1,0,1,111,1,12000,12000,0,1,0,21,22,0,245
"4212",20181206414600,20181206414602,NA,57,0,1,1,0,1,123,1,72400,70000,0,1,0,21,25,0,2885
"4213",20171206488600,20171206488601,0,26,0,1,1,0,1,73,1,33000,33000,0,1,0,21,22,0,620
"4214",20171206488600,20171206488604,0,22,1,1,1,0,1,81,1,64502,23700,0,1,0,21,22,0,338
"4263",20171206509800,20171206509801,NA,54,1,1,1,0,1,91,1,47050,45000,0,0,1,21,22,0,880
"4265",20171206509800,20171206509803,NA,30,0,1,6,0,1,73,1,23920,23920,0,1,0,21,22,0,400
"4270",20171206475300,20171206475301,NA,62,0,1,5,0,1,123,1,93450,92000,0,1,0,21,22,0,1577
"4277",20171206520000,20171206520001,NA,41,0,1,1,0,1,73,1,41521,41500,0,1,0,21,22,0,606
"4283",20181206426300,20181206426301,NA,37,0,1,1,0,1,111,1,51417,33200,0,0,1,21,22,0,350
"4284",20181206426300,20181206426302,NA,35,1,1,1,0,1,111,1,18202,18200,0,0,1,21,22,0,350
"4292",20181206437400,20181206437401,NA,64,0,1,1,0,1,123,1,46607,30000,0,1,0,28,28,0,551
"4293",20181206437400,20181206437402,NA,66,1,1,1,0,1,123,1,36903,3000,0,1,0,21,22,0,69
"4350",20171206552900,20171206552901,NA,57,1,1,1,0,1,111,1,237569,96214,0,1,0,21,22,0,769
"4351",20171206552900,20171206552902,NA,52,0,1,1,0,1,123,1,60161,64000,0,1,0,21,27,0,1538
"4358",20181206387600,20181206387601,0,49,0,1,1,0,1,91,1,40005,40000,0,1,0,21,22,0,1346
"4359",20181206387600,20181206387602,0,50,1,1,1,0,1,111,1,52500,52000,0,1,0,21,22,1,1385
"4383",20171206528000,20171206528002,NA,61,1,1,1,0,1,73,1,30100,30000,0,1,0,21,22,1,519
"4411",20181206402100,20181206402101,0,26,0,1,6,0,1,81,1,35000,35000,0,1,0,21,25,0,640
"4412",20181206402100,20181206402102,0,22,1,1,6,0,1,81,1,24000,24000,0,1,0,21,22,0,640
"4478",20181206408000,20181206408001,NA,23,1,1,1,0,1,73,1,23020,23000,0,1,0,21,22,0,600
"4479",20181206408000,20181206408002,NA,26,0,1,1,0,1,73,1,49410,48000,0,1,0,21,22,0,800
"4521",20171206551200,20171206551201,NA,69,1,1,4,0,1,111,1,43508,7000,0,0,0,21,22,0,250
"4534",20181206428000,20181206428001,NA,56,0,1,1,1,1,73,1,48026,48000,0,1,0,27,27,1,2885
"4541",20181206398300,20181206398301,NA,59,1,1,6,0,1,73,1,19000,19000,0,0,1,21,22,1,550
"4551",20171206468300,20171206468301,0,36,0,1,6,0,1,111,1,123013,123000,0,1,0,21,22,0,1923
"4552",20171206544200,20171206544201,NA,58,1,1,1,0,1,81,1,34903,32000,0,1,0,28,28,1,500
"4554",20171206470900,20171206470901,NA,68,1,1,1,0,1,111,1,62539,21700,1,1,0,21,22,0,1923
"4556",20171206486100,20171206486101,0,31,1,1,4,0,1,111,1,40415,30000,0,1,1,21,22,0,800
"4565",20181206375800,20181206375807,NA,23,0,1,6,0,1,111,1,6000,6000,0,0,0,21,22,0,360
"4566",20181206375800,20181206375806,NA,20,1,1,6,0,1,73,1,18000,18000,0,0,0,21,22,0,430
"4574",20171206497800,20171206497801,NA,74,0,1,1,1,1,111,1,25851,12000,0,1,0,21,22,0,2885
"4592",20171206543900,20171206543901,NA,56,0,1,6,0,1,123,1,50000,50000,0,0,0,21,22,0,1170
"4593",20181206412900,20181206412901,NA,21,1,1,6,0,1,91,1,36000,35000,0,1,0,27,22,0,431
"4594",20181206412900,20181206412904,NA,19,1,1,6,0,1,73,1,8102,4500,0,1,0,21,22,0,150
"4604",20171206506800,20171206506801,NA,55,1,1,1,0,1,73,1,24773,10300,0,1,0,21,22,0,393
"4605",20171206506800,20171206506802,NA,54,0,1,1,0,1,30,1,48030,48000,0,1,0,21,22,0,400
"4614",20181206365500,20181206365501,NA,54,0,1,1,0,1,91,1,65001,65000,0,1,0,21,22,0,576
"4615",20181206365500,20181206365502,NA,52,1,1,1,0,1,73,1,23508,22663,0,1,0,21,22,0,430
"4668",20181206470400,20181206470401,NA,45,0,1,4,0,1,123,1,202005,200000,0,1,0,21,22,0,1923
"4669",20181206470400,20181206470402,NA,32,0,1,4,0,1,81,1,64500,62000,0,1,0,21,22,0,1088
"4685",20171206569900,20171206569902,1,23,0,1,6,0,1,111,0,0,0,0,1,1,27,0,0,865
"4694",20181206450400,20181206450402,NA,63,1,1,1,0,1,111,1,32420,32000,0,1,0,21,22,0,880
"4735",20171206586000,20171206586001,NA,53,0,1,1,0,1,125,1,85065,85000,0,1,0,21,22,0,1731
"4736",20171206586000,20171206586002,NA,54,1,1,1,0,1,111,1,117065,117000,0,1,0,21,22,0,2212
"4741",20171206589600,20171206589601,NA,54,1,1,5,0,1,81,1,50025,50000,0,1,0,21,22,0,1846
"4743",20171206559300,20171206559301,NA,56,1,1,1,0,1,81,1,97006,93000,0,1,0,21,22,0,1923
"4744",20171206559300,20171206559302,NA,63,0,1,1,0,1,111,1,60180,60000,0,1,0,27,28,1,1346
"4748",20181206462800,20181206462801,NA,59,0,1,4,1,1,125,1,60151,60000,0,1,0,21,22,0,2885
"4753",20171206579300,20171206579301,NA,62,0,1,2,0,1,111,1,75270,73000,0,1,0,21,22,0,2115
"4775",20181206453100,20181206453102,NA,57,0,1,1,1,1,123,1,153300,110000,0,1,0,21,22,0,1923
"4782",20181206451000,20181206451001,NA,38,0,1,1,0,1,125,1,311576,295000,0,1,0,21,22,0,2885
"4783",20181206451000,20181206451002,NA,40,1,1,1,0,1,123,1,58576,55000,0,1,0,28,28,1,1000
"4786",20171206566200,20171206566201,NA,56,0,1,1,0,1,73,1,85000,85000,0,1,0,21,22,0,1731
"4787",20171206566200,20171206566202,NA,56,1,1,1,0,1,73,1,24000,24000,0,1,0,21,22,0,635
"4792",20181206460500,20181206460501,NA,31,1,1,1,0,1,124,1,139014,138000,0,1,0,21,22,0,1442
"4803",20171206572500,20171206572501,NA,63,0,1,1,0,1,111,1,264661,156000,0,1,0,21,22,0,2885
"4819",20181206473700,20181206473701,NA,45,1,1,6,0,1,123,1,52700,52000,0,1,0,21,22,1,2211
"4820",20171206555000,20171206555001,NA,38,0,1,5,0,1,91,1,70070,70000,0,1,0,28,28,1,1160
"4828",20171206579200,20171206579201,0,27,0,1,6,0,1,111,1,47007,45000,0,1,0,21,22,0,769
"4829",20171206579200,20171206579204,0,74,1,1,6,0,1,111,1,64102,60000,0,1,0,21,22,1,900
"4830",20171206579200,20171206579203,0,28,0,1,6,0,1,111,1,50102,50000,0,1,0,21,22,0,1826
"4831",20171206575600,20171206575601,NA,58,0,1,1,0,1,92,1,76496,76000,0,1,0,28,22,1,1730
"4832",20171206575600,20171206575602,NA,55,1,1,1,0,1,73,1,53001,53000,0,1,0,21,28,0,500
"4833",20171206575600,20171206575603,NA,31,1,1,6,0,1,92,1,12000,12000,0,0,1,21,22,0,440
"4837",20171206577800,20171206577801,NA,68,0,1,1,0,1,111,1,106760,25000,0,0,0,21,22,0,150
"4838",20171206577800,20171206577802,NA,67,1,1,1,0,1,111,1,96310,45000,0,0,0,21,22,0,500
"4871",20171206567100,20171206567101,NA,40,0,1,6,0,1,111,1,142010,140000,0,1,0,21,22,0,1153
"4872",20171206567100,20171206567102,NA,28,1,1,6,0,1,81,1,24002,24000,0,1,0,21,28,0,440
"4873",20171206554100,20171206554101,NA,44,0,1,6,0,1,81,1,35001,35000,0,1,0,21,22,0,673
"4882",20181206467900,20181206467901,0,23,0,1,6,0,1,111,1,72000,70000,0,1,0,21,22,0,1307
"4921",20181206456900,20181206456901,NA,69,1,1,6,0,1,81,1,65001,65000,0,1,0,21,22,0,1052
"4947",20171206585300,20171206585302,NA,34,1,1,6,0,1,111,1,50080,50000,0,1,0,21,22,0,962
"4952",20181206459900,20181206459901,0,31,0,1,6,0,1,111,1,65214,65000,0,1,0,21,22,0,640
"4953",20181206441900,20181206441901,0,46,1,1,4,0,1,111,1,37050,37000,0,1,0,21,22,0,950
"4955",20181206473100,20181206473101,NA,64,1,1,1,0,1,73,1,25871,15000,0,0,0,28,28,0,348
"4966",20171206568200,20171206568201,NA,49,0,1,4,0,1,111,1,101270,100000,0,1,0,21,22,0,1923
"4967",20171206569100,20171206569101,NA,50,1,1,1,0,1,111,1,95002,95000,0,1,0,28,22,0,1538
"4968",20171206569100,20171206569102,NA,52,0,1,1,0,1,111,1,82487,82000,0,1,0,21,22,0,1731
"4969",20171206569100,20171206569104,NA,21,0,1,6,0,1,81,1,12000,12000,0,1,0,21,22,0,144
"4986",20181206454900,20181206454901,NA,48,0,1,1,0,1,123,1,130132,130000,0,1,0,21,22,0,1730
"4987",20181206454900,20181206454902,NA,48,1,1,1,0,1,123,1,20201,19200,0,1,0,21,22,1,2211
"5003",20190306439800,20190306439801,NA,29,0,1,1,0,1,124,1,65002,65000,0,1,0,21,22,0,961
"5004",20190306439800,20190306439802,NA,29,1,1,1,0,1,125,1,65002,65000,0,1,0,21,22,0,826
"5006",20190106478500,20190106478501,NA,56,1,1,4,0,1,111,1,24000,24000,0,1,0,21,22,0,1250
"5010",20181206474300,20181206474301,0,43,0,1,1,0,1,111,1,10280,11280,0,1,0,21,22,0,140
"5011",20181206474300,20181206474302,0,43,1,1,1,0,1,81,1,46100,46000,0,1,0,21,22,0,885
"5026",20181206457400,20181206457401,NA,44,0,1,1,0,1,111,1,59004,59000,2,1,0,21,22,0,2692
"5031",20181206458200,20181206458204,NA,35,0,1,1,0,1,71,1,10000,10000,0,0,1,21,22,0,1180
"5044",20171206559400,20171206559402,NA,61,0,1,1,0,1,124,1,50395,15772,0,1,0,21,22,0,876
"5045",20171206559400,20171206559403,NA,18,0,1,6,0,1,71,1,5500,5500,0,1,0,21,22,0,115
"5066",20181206459500,20181206459501,0,31,0,1,6,0,1,123,1,44000,44000,0,1,0,21,27,0,961
"5070",20171206564200,20171206564201,0,35,0,1,4,0,1,73,0,0,0,0,0,0,21,0,0,600
"5073",20171206564200,20171206564204,0,38,1,1,6,0,1,81,1,43826,43680,0,0,0,21,22,0,788
"5259",20181206459100,20181206459101,NA,56,0,1,1,0,1,73,1,52061,50000,0,1,0,21,22,0,1000
"5260",20181206459100,20181206459102,NA,58,1,1,1,0,1,73,1,73261,70000,0,1,0,21,22,0,1275
"5273",20181206469600,20181206469601,NA,39,0,1,1,0,1,81,1,180800,180000,0,1,0,28,22,0,576
"5274",20181206469600,20181206469602,NA,44,1,1,1,1,1,81,1,36206,36000,0,1,0,27,27,0,1155
"5297",20171206582500,20171206582501,NA,41,1,1,1,0,1,73,1,46126,46000,0,1,0,21,22,0,828
"5298",20171206582500,20171206582502,NA,55,0,1,1,0,1,73,1,65001,65000,0,1,0,21,22,0,720
"5303",20181206464400,20181206464401,NA,44,1,1,6,0,1,111,1,56010,56000,0,1,0,21,22,0,1077
"5324",20181206471000,20181206471001,NA,31,1,1,3,0,1,111,1,32405,30000,0,1,0,21,22,0,840
"5363",20181206448600,20181206448601,NA,61,0,1,1,0,1,73,1,36001,33000,0,1,0,21,22,0,635
"5364",20181206448600,20181206448602,NA,63,1,3,1,0,1,73,1,30773,10300,0,1,0,21,22,0,516
"5482",20171203156300,20171203156301,0,41,1,1,6,0,1,92,1,12481,12480,0,0,1,21,22,0,240
"5494",20181203116200,20181203116201,NA,39,1,1,6,0,1,123,1,35120,35000,0,1,1,21,22,0,1058
"5499",20181203116200,20181203116206,NA,42,0,6,6,0,1,73,1,59021,55000,0,1,0,21,22,0,1058
"5502",20181203107100,20181203107101,NA,33,1,1,1,0,1,123,1,40500,40000,0,1,0,28,28,1,1538
"5503",20181203107100,20181203107102,NA,33,0,1,1,0,1,73,1,66015,60000,0,1,0,21,22,0,1154
"5511",20181203103400,20181203103401,0,31,1,1,6,0,1,123,1,121094,6694,0,0,1,28,28,1,102
"5512",20171203154900,20171203154901,0,27,0,1,1,0,1,111,1,12001,12000,0,0,1,21,22,0,231
"5513",20171203154900,20171203154903,0,25,1,1,1,0,1,73,1,27001,27000,0,0,1,21,22,0,638
"5516",20181203109900,20181203109901,NA,42,0,1,6,0,1,92,1,38670,38480,0,1,0,21,22,0,740
"5530",20180203161900,20180203161901,0,29,1,1,4,0,1,81,1,30001,30000,0,1,0,28,28,1,800
"5534",20181203106200,20181203106203,0,48,1,1,6,0,1,111,1,1200,1200,0,0,1,21,22,0,800
"5558",20181203114500,20181203114501,NA,70,0,1,1,1,1,91,1,31342,5395,0,1,0,21,22,0,168
"5559",20181203114500,20181203114502,NA,72,1,1,1,0,1,111,1,70125,14500,0,1,0,21,22,0,286
"5561",20181203104800,20181203104802,NA,61,1,1,1,0,1,73,1,17030,200,0,1,0,21,22,0,269
"5570",20171203150100,20171203150101,NA,48,1,1,1,0,1,92,1,69700,56000,0,1,0,25,25,0,1077
"5571",20171203150100,20171203150103,NA,50,0,1,1,0,1,73,1,69000,69000,0,1,0,21,22,0,1327
"5572",20171203150100,20171203150102,NA,25,0,1,6,0,1,111,1,50001,50000,0,1,0,21,22,0,962
"5577",20181203115400,20181203115401,NA,68,1,1,6,0,1,123,1,38001,6000,0,1,0,21,22,0,115
